Sex,Thorax_length,l2,l3p,l3d,lpd,l3,w1,w2,w3,wing_loading,Species_Population
0,1.098,1.542,0.522,1.352,1.873,1.871,0.887,1.195,0.946,1.705,1
1,1.001,1.434,0.524,1.202,1.726,1.725,0.813,1.059,0.913,1.722,1
0,1.09,1.582,0.573,1.341,1.914,1.912,0.881,1.178,0.983,1.754,1
1,0.98,1.362,0.477,1.172,1.648,1.647,0.782,1.022,0.871,1.68,1
0,1.1,1.555,0.533,1.349,1.881,1.878,0.853,1.16,0.934,1.707,1
1,1.008,1.459,0.508,1.231,1.74,1.739,0.837,1.092,0.946,1.724,1
0,1.044,1.538,0.52,1.331,1.851,1.85,0.803,1.111,0.895,1.772,1
1,0.998,1.412,0.484,1.212,1.696,1.696,0.789,1.036,0.891,1.699,1
0,1.104,1.612,0.548,1.383,1.931,1.93,0.86,1.181,0.955,1.748,1
1,0.993,1.349,0.473,1.202,1.675,1.674,0.812,1.041,0.899,1.686,1
0,1.103,1.557,0.558,1.319,1.876,1.875,0.872,1.153,0.98,1.7,1
1,1.038,1.458,0.523,1.255,1.777,1.775,0.831,1.072,0.938,1.709,1
0,1.079,1.607,0.56,1.354,1.913,1.91,0.864,1.154,0.995,1.77,1
1,0.982,1.415,0.531,1.161,1.693,1.69,0.806,1.051,0.904,1.721,1
0,1.126,1.613,0.595,1.31,1.905,1.905,0.892,1.176,1.009,1.692,1
1,1.073,1.425,0.524,1.182,1.706,1.705,0.804,1.058,0.897,1.589,1
0,1.098,1.554,0.547,1.314,1.86,1.86,0.839,1.155,0.917,1.694,1
1,1.033,1.45,0.508,1.257,1.765,1.764,0.855,1.121,0.938,1.707,1
0,1.122,1.591,0.565,1.32,1.885,1.884,0.887,1.17,0.997,1.68,1
1,1.035,1.466,0.557,1.201,1.758,1.757,0.817,1.069,0.933,1.698,1
0,1.104,1.625,0.565,1.396,1.96,1.959,0.887,1.17,1.015,1.775,1
1,1.018,1.48,0.513,1.252,1.765,1.765,0.815,1.075,0.916,1.734,1
0,1.153,1.823,0.601,1.547,2.148,2.147,0.965,1.313,1.121,1.862,2
1,1.089,1.692,0.571,1.471,2.042,2.04,0.921,1.233,1.045,1.874,2
0,1.192,1.903,0.636,1.648,2.284,2.283,1.038,1.402,1.173,1.915,2
1,1.056,1.734,0.566,1.528,2.094,2.093,0.978,1.291,1.112,1.983,2
0,1.196,1.844,0.632,1.585,2.217,2.215,1.002,1.351,1.136,1.851,2
1,1.124,1.773,0.574,1.538,2.112,2.111,0.944,1.273,1.095,1.878,2
0,1.182,1.836,0.606,1.615,2.221,2.221,1.037,1.385,1.167,1.878,2
1,1.115,1.757,0.601,1.504,2.104,2.103,0.977,1.32,1.077,1.885,2
0,1.217,1.982,0.668,1.655,2.322,2.322,1.06,1.434,1.22,1.907,2
1,1.147,1.738,0.56,1.549,2.108,2.107,0.974,1.293,1.097,1.837,2
0,1.221,1.91,0.675,1.587,2.262,2.262,1.051,1.413,1.203,1.852,2
1,1.133,1.738,0.603,1.522,2.125,2.123,0.996,1.325,1.09,1.873,2
0,1.227,1.838,0.593,1.586,2.178,2.177,1.015,1.369,1.136,1.775,2
1,1.154,1.871,0.621,1.551,2.171,2.17,0.972,1.324,1.143,1.88,2
1,1.123,1.709,0.564,1.496,2.059,2.058,0.951,1.243,1.095,1.833,2
1,1.172,1.771,0.587,1.527,2.114,2.114,0.997,1.299,1.136,1.804,2
0,1.211,1.959,0.653,1.644,2.297,2.297,1.023,1.401,1.18,1.897,2
1,1.164,1.773,0.603,1.492,2.095,2.095,0.987,1.304,1.125,1.799,2
0,1.228,1.892,0.64,1.631,2.27,2.268,1.013,1.39,1.14,1.847,2
1,1.095,1.722,0.566,1.493,2.059,2.059,0.958,1.268,1.089,1.881,2
0,1.252,1.982,0.681,1.66,2.341,2.34,1.075,1.401,1.282,1.87,2
1,1.148,1.82,0.625,1.558,2.183,2.183,1.014,1.324,1.172,1.902,2
0,1.214,1.89,0.668,1.578,2.246,2.245,1.018,1.369,1.161,1.849,2
1,1.106,1.709,0.563,1.501,2.064,2.064,0.943,1.293,1.038,1.866,2
0,1.222,1.944,0.662,1.626,2.287,2.287,1.028,1.407,1.179,1.871,2
1,1.166,1.771,0.595,1.507,2.102,2.101,0.965,1.28,1.112,1.802,2
0,1.228,1.882,0.645,1.603,2.248,2.245,0.994,1.336,1.148,1.828,2
1,1.098,1.767,0.592,1.523,2.115,2.114,0.964,1.255,1.129,1.925,2
0,1.228,1.913,0.656,1.648,2.304,2.302,1.011,1.357,1.176,1.874,2
1,1.108,1.829,0.587,1.56,2.146,2.145,0.95,1.309,1.11,1.935,2
0,1.182,1.898,0.64,1.679,2.319,2.316,1.058,1.423,1.174,1.958,2
1,1.131,1.739,0.601,1.489,2.091,2.089,0.996,1.328,1.109,1.847,2
0,1.225,1.889,0.609,1.651,2.261,2.26,1.043,1.381,1.198,1.844,2
1,1.15,1.814,0.576,1.557,2.133,2.132,0.987,1.328,1.122,1.854,2
0,1.197,1.851,0.623,1.583,2.206,2.204,1.01,1.354,1.148,1.842,2
1,1.114,1.762,0.618,1.497,2.115,2.114,0.951,1.283,1.087,1.898,2
0,1.231,1.908,0.656,1.627,2.282,2.281,1.037,1.396,1.183,1.852,2
1,1.147,1.821,0.603,1.532,2.136,2.135,0.964,1.297,1.11,1.861,2
0,1.209,1.845,0.627,1.572,2.199,2.198,1.006,1.357,1.139,1.817,2
1,1.137,1.801,0.628,1.514,2.142,2.141,0.963,1.314,1.082,1.883,2
0,1.19,1.863,0.626,1.579,2.204,2.204,0.986,1.335,1.145,1.852,2
1,1.137,1.787,0.621,1.518,2.138,2.138,1.011,1.32,1.155,1.88,2
0,1.207,1.921,0.665,1.609,2.274,2.274,1.023,1.409,1.159,1.884,2
1,1.111,1.744,0.595,1.484,2.079,2.078,0.962,1.304,1.079,1.87,2
0,1.16,1.887,0.64,1.602,2.24,2.239,1.021,1.394,1.158,1.931,2
1,1.111,1.768,0.596,1.472,2.069,2.068,0.952,1.319,1.04,1.861,2
0,1.245,1.917,0.662,1.617,2.279,2.278,1.027,1.378,1.198,1.829,2
1,1.107,1.729,0.597,1.487,2.085,2.084,0.927,1.24,1.067,1.882,2
0,1.185,1.934,0.651,1.605,2.255,2.255,1.022,1.401,1.156,1.903,2
1,1.16,1.789,0.621,1.476,2.098,2.098,0.966,1.282,1.128,1.808,2
0,1.197,1.943,0.673,1.633,2.305,2.305,1.057,1.426,1.201,1.926,2
1,1.128,1.793,0.593,1.595,2.188,2.187,0.991,1.341,1.099,1.939,2
0,1.19,1.869,0.654,1.607,2.261,2.261,1.043,1.369,1.2,1.901,2
1,1.143,1.728,0.591,1.488,2.078,2.077,0.934,1.259,1.047,1.817,2
0,1.193,1.918,0.654,1.625,2.279,2.279,1.023,1.374,1.197,1.91,2
1,1.122,1.738,0.579,1.511,2.091,2.09,0.995,1.328,1.089,1.863,2
0,1.195,1.877,0.649,1.608,2.257,2.255,1.027,1.378,1.159,1.886,2
0,1.229,1.844,0.586,1.605,2.191,2.19,0.994,1.317,1.159,1.782,2
1,1.082,1.577,0.539,1.353,1.892,1.892,0.926,1.167,1.066,1.749,2
0,1.197,1.832,0.639,1.512,2.142,2.141,0.972,1.314,1.133,1.789,2
1,1.07,1.571,0.531,1.377,1.908,1.906,0.875,1.175,0.976,1.781,2
0,1.169,1.793,0.601,1.523,2.124,2.123,0.923,1.271,1.075,1.816,2
1,1.022,1.495,0.542,1.287,1.83,1.827,0.857,1.125,0.963,1.788,2
0,1.172,1.741,0.577,1.506,2.083,2.081,0.948,1.269,1.076,1.775,2
1,1.136,1.67,0.571,1.453,2.025,2.023,0.899,1.187,1.054,1.78,2
0,1.182,1.781,0.599,1.515,2.113,2.112,0.946,1.296,1.072,1.786,2
1,1.061,1.545,0.558,1.341,1.898,1.896,0.906,1.181,0.999,1.788,2
0,1.218,1.762,0.624,1.489,2.113,2.112,0.98,1.309,1.088,1.734,2
1,1.128,1.694,0.597,1.454,2.051,2.051,0.923,1.219,1.073,1.818,2
0,1.162,1.765,0.629,1.492,2.121,2.12,1.007,1.348,1.102,1.824,2
1,1.078,1.668,0.533,1.424,1.956,1.956,0.88,1.181,1.027,1.814,2
0,1.17,1.704,0.632,1.422,2.054,2.053,0.924,1.232,1.063,1.755,2
1,1.084,1.615,0.548,1.394,1.942,1.941,0.888,1.18,1.023,1.79,2
0,1.169,1.809,0.575,1.506,2.081,2.081,0.954,1.301,1.114,1.78,2
1,1.091,1.607,0.546,1.378,1.924,1.922,0.868,1.16,0.992,1.761,2
0,1.195,1.773,0.587,1.53,2.117,2.116,0.958,1.289,1.093,1.771,2
1,1.06,1.538,0.521,1.387,1.907,1.906,0.881,1.164,0.972,1.798,2
0,1.158,1.756,0.592,1.506,2.098,2.095,0.962,1.299,1.073,1.81,2
0,1.136,1.682,0.554,1.471,2.024,2.024,0.932,1.242,1.07,1.781,2
0,1.12,1.72,0.609,1.451,2.06,2.059,0.968,1.272,1.095,1.838,2
1,1.079,1.593,0.538,1.389,1.926,1.923,0.896,1.173,1.027,1.782,2
0,1.179,1.821,0.621,1.518,2.14,2.138,0.958,1.313,1.096,1.814,2
1,1.114,1.699,0.579,1.431,2.01,2.01,0.931,1.214,1.081,1.804,2
0,1.141,1.676,0.571,1.464,2.035,2.034,0.94,1.245,1.058,1.783,2
1,1.021,1.519,0.542,1.287,1.829,1.829,0.877,1.147,0.986,1.791,2
0,1.146,1.806,0.607,1.535,2.141,2.141,0.959,1.287,1.119,1.868,2
1,1.078,1.671,0.583,1.393,1.976,1.976,0.942,1.222,1.076,1.833,2
0,1.231,1.754,0.615,1.498,2.113,2.111,0.987,1.323,1.101,1.716,2
1,1.088,1.612,0.57,1.384,1.954,1.953,0.916,1.199,1.033,1.795,2
0,1.195,1.73,0.585,1.476,2.061,2.06,0.943,1.287,1.042,1.724,2
1,1.087,1.679,0.532,1.458,1.99,1.988,0.88,1.184,1.031,1.829,2
0,1.161,1.761,0.632,1.486,2.117,2.116,0.972,1.311,1.067,1.823,2
1,1.051,1.489,0.485,1.35,1.835,1.834,0.858,1.122,0.966,1.746,2
0,1.159,1.737,0.579,1.487,2.066,2.065,0.976,1.295,1.101,1.782,2
1,1.063,1.538,0.529,1.334,1.862,1.86,0.867,1.124,0.984,1.751,2
0,1.15,1.754,0.597,1.495,2.091,2.091,0.959,1.274,1.096,1.818,2
1,1.079,1.61,0.529,1.406,1.934,1.933,0.879,1.179,1.003,1.792,2
0,1.13,1.648,0.568,1.443,2.01,2.008,0.91,1.213,1.038,1.777,2
1,1.049,1.467,0.522,1.318,1.84,1.838,0.882,1.131,0.98,1.751,2
0,1.172,1.727,0.569,1.513,2.082,2.081,0.911,1.204,1.061,1.776,2
1,1.028,1.549,0.547,1.351,1.898,1.896,0.898,1.164,0.999,1.845,2
0,1.166,1.762,0.593,1.51,2.103,2.101,0.936,1.295,1.035,1.802,2
1,1.019,1.515,0.526,1.302,1.828,1.826,0.863,1.124,0.986,1.792,2
0,1.155,1.753,0.607,1.501,2.108,2.107,0.972,1.315,1.08,1.824,2
1,1.075,1.617,0.578,1.409,1.987,1.986,0.885,1.179,1.007,1.847,2
0,1.158,1.777,0.612,1.542,2.154,2.154,0.962,1.284,1.114,1.861,2
1,1.125,1.654,0.572,1.424,1.995,1.994,0.918,1.22,1.037,1.773,2
0,1.177,1.776,0.611,1.51,2.122,2.121,0.958,1.296,1.074,1.802,2
0,1.162,1.729,0.612,1.462,2.074,2.073,0.945,1.269,1.066,1.783,2
1,1.142,1.734,0.597,1.477,2.074,2.073,0.974,1.26,1.13,1.816,2
0,1.172,1.758,0.593,1.538,2.131,2.129,0.98,1.263,1.128,1.816,2
1,1.085,1.652,0.592,1.362,1.955,1.954,0.919,1.236,1.029,1.8,2
0,1.156,1.767,0.619,1.512,2.132,2.13,0.964,1.282,1.094,1.843,2
1,1.09,1.668,0.574,1.436,2.01,2.009,0.928,1.221,1.061,1.844,2
0,1.083,1.63,0.581,1.356,1.938,1.937,0.891,1.213,0.992,1.788,2
1,1.034,1.485,0.526,1.243,1.769,1.768,0.8,1.046,0.945,1.71,2
0,1.114,1.568,0.546,1.351,1.897,1.896,0.891,1.14,1.037,1.702,2
0,1.145,1.641,0.572,1.375,1.947,1.946,0.909,1.223,0.996,1.699,2
0,1.113,1.564,0.539,1.371,1.91,1.91,0.845,1.126,0.968,1.716,2
1,1.043,1.432,0.496,1.288,1.784,1.783,0.848,1.098,0.946,1.709,2
0,1.154,1.611,0.558,1.391,1.949,1.949,0.903,1.16,1.045,1.689,2
1,1.031,1.41,0.493,1.239,1.732,1.731,0.787,1.039,0.893,1.678,2
0,1.122,1.617,0.541,1.418,1.958,1.956,0.908,1.198,1.025,1.743,2
1,1.049,1.491,0.504,1.293,1.797,1.796,0.822,1.081,0.938,1.712,2
0,1.147,1.596,0.57,1.374,1.943,1.942,0.89,1.185,0.994,1.693,2
1,0.986,1.382,0.502,1.208,1.71,1.709,0.831,1.066,0.926,1.733,2
0,1.147,1.578,0.524,1.374,1.898,1.896,0.91,1.209,0.988,1.652,2
1,1.077,1.474,0.518,1.25,1.767,1.766,0.833,1.101,0.923,1.64,2
0,1.135,1.568,0.57,1.319,1.889,1.887,0.855,1.162,0.959,1.663,2
1,1.043,1.449,0.505,1.249,1.755,1.753,0.832,1.078,0.935,1.68,2
0,1.134,1.595,0.532,1.368,1.9,1.897,0.863,1.152,0.994,1.673,2
1,1.037,1.445,0.495,1.263,1.757,1.757,0.814,1.058,0.926,1.694,2
0,1.092,1.491,0.539,1.293,1.831,1.83,0.855,1.12,0.962,1.675,2
1,1.044,1.483,0.53,1.289,1.818,1.818,0.854,1.086,0.98,1.742,2
0,1.162,1.545,0.555,1.342,1.897,1.897,0.859,1.142,0.969,1.632,2
1,1.009,1.398,0.486,1.217,1.703,1.701,0.827,1.062,0.935,1.685,2
0,1.091,1.588,0.54,1.374,1.913,1.911,0.861,1.164,0.968,1.751,2
1,1.062,1.526,0.536,1.287,1.823,1.82,0.847,1.142,0.929,1.714,2
0,1.102,1.592,0.527,1.37,1.896,1.896,0.841,1.164,0.96,1.72,2
1,1.046,1.473,0.503,1.289,1.792,1.789,0.824,1.072,0.943,1.711,2
0,1.136,1.574,0.512,1.364,1.875,1.874,0.836,1.133,0.968,1.649,2
1,1.06,1.499,0.523,1.288,1.81,1.809,0.819,1.097,0.937,1.707,2
0,1.08,1.639,0.564,1.394,1.958,1.956,0.862,1.16,0.988,1.811,2
1,1.063,1.455,0.503,1.281,1.784,1.783,0.833,1.066,0.959,1.678,2
0,1.13,1.594,0.523,1.422,1.945,1.945,0.871,1.143,1.023,1.721,2
1,1.031,1.453,0.514,1.256,1.769,1.768,0.819,1.063,0.935,1.715,2
0,1.11,1.511,0.514,1.299,1.813,1.811,0.846,1.128,0.954,1.632,2
1,1.0,1.379,0.506,1.205,1.71,1.709,0.805,1.06,0.893,1.709,2
0,1.081,1.591,0.574,1.381,1.955,1.954,0.867,1.157,0.988,1.808,2
1,0.981,1.402,0.493,1.211,1.703,1.703,0.795,1.042,0.896,1.735,2
0,1.113,1.564,0.532,1.347,1.878,1.877,0.875,1.152,0.996,1.686,2
1,1.045,1.478,0.498,1.288,1.785,1.783,0.829,1.097,0.934,1.706,2
0,1.106,1.599,0.554,1.332,1.886,1.885,0.869,1.137,1.015,1.704,2
1,1.022,1.439,0.514,1.236,1.749,1.749,0.823,1.063,0.936,1.712,2
0,1.126,1.616,0.535,1.404,1.939,1.938,0.879,1.185,0.986,1.721,2
1,1.068,1.473,0.5,1.264,1.764,1.763,0.839,1.112,0.939,1.651,2
0,1.084,1.534,0.523,1.321,1.844,1.843,0.863,1.147,0.956,1.7,2
1,0.998,1.377,0.459,1.228,1.687,1.685,0.799,1.045,0.906,1.689,2
0,1.081,1.497,0.548,1.268,1.816,1.815,0.799,1.066,0.929,1.679,2
1,1.047,1.529,0.542,1.279,1.821,1.821,0.811,1.112,0.904,1.738,2
0,1.128,1.596,0.532,1.404,1.936,1.935,0.885,1.18,1.009,1.716,2
1,1.059,1.49,0.526,1.263,1.789,1.788,0.825,1.071,0.946,1.688,2
0,1.103,1.56,0.544,1.361,1.905,1.905,0.874,1.158,0.985,1.726,2
1,1.042,1.506,0.549,1.268,1.817,1.816,0.848,1.121,0.946,1.743,2
0,1.109,1.59,0.567,1.354,1.922,1.92,0.882,1.175,0.99,1.731,2
1,1.021,1.455,0.483,1.269,1.752,1.75,0.83,1.078,0.952,1.713,2
0,1.092,1.578,0.578,1.313,1.89,1.89,0.891,1.173,0.994,1.73,2
1,1.051,1.402,0.506,1.208,1.714,1.712,0.827,1.065,0.92,1.628,2
0,1.126,1.599,0.555,1.352,1.906,1.905,0.864,1.161,0.986,1.693,2
1,1.04,1.493,0.541,1.235,1.775,1.775,0.811,1.084,0.917,1.706,2
0,1.162,1.588,0.532,1.391,1.922,1.921,0.918,1.208,1.021,1.653,2
1,1.031,1.509,0.526,1.281,1.807,1.806,0.843,1.131,0.929,1.752,2
0,1.237,1.905,0.631,1.576,2.207,2.207,0.97,1.37,1.088,1.784,3
1,1.154,1.835,0.62,1.502,2.121,2.121,0.955,1.327,1.086,1.838,3
0,1.235,1.925,0.656,1.565,2.221,2.221,1.001,1.377,1.164,1.798,3
1,1.096,1.784,0.589,1.469,2.058,2.056,0.939,1.279,1.082,1.877,3
0,1.24,1.97,0.643,1.654,2.296,2.296,1.017,1.422,1.144,1.851,3
1,1.121,1.792,0.608,1.457,2.065,2.064,0.952,1.273,1.115,1.841,3
0,1.198,1.904,0.648,1.611,2.258,2.258,1.013,1.377,1.158,1.885,3
1,1.109,1.781,0.596,1.525,2.121,2.119,0.986,1.308,1.116,1.911,3
0,1.175,1.921,0.626,1.601,2.226,2.226,1.023,1.408,1.16,1.895,3
0,1.211,1.856,0.623,1.526,2.149,2.148,0.969,1.329,1.11,1.774,3
0,1.236,1.913,0.633,1.583,2.216,2.214,1.012,1.397,1.142,1.791,3
1,1.127,1.799,0.601,1.504,2.105,2.104,0.975,1.319,1.092,1.867,3
0,1.216,1.859,0.657,1.499,2.155,2.154,0.989,1.35,1.117,1.771,3
1,1.128,1.75,0.591,1.475,2.066,2.064,0.997,1.332,1.106,1.831,3
0,1.218,1.975,0.661,1.656,2.317,2.317,1.017,1.398,1.183,1.902,3
1,1.128,1.766,0.567,1.511,2.077,2.076,0.937,1.269,1.083,1.84,3
0,1.237,1.949,0.658,1.572,2.229,2.229,1.003,1.408,1.139,1.802,3
1,1.142,1.819,0.601,1.486,2.088,2.088,0.941,1.305,1.084,1.828,3
0,1.176,1.85,0.66,1.547,2.208,2.207,0.984,1.337,1.106,1.876,3
1,1.158,1.793,0.589,1.46,2.049,2.048,0.96,1.284,1.119,1.768,3
1,1.159,1.8,0.625,1.501,2.125,2.125,0.961,1.344,1.06,1.834,3
0,1.221,1.97,0.65,1.628,2.278,2.278,1.025,1.432,1.153,1.865,3
1,1.119,1.85,0.621,1.543,2.165,2.163,1.007,1.312,1.186,1.933,3
0,1.227,1.949,0.653,1.596,2.248,2.248,0.992,1.39,1.145,1.832,3
1,1.17,1.825,0.606,1.544,2.15,2.15,0.97,1.349,1.093,1.838,3
0,1.234,1.925,0.67,1.603,2.273,2.271,1.002,1.36,1.162,1.84,3
1,1.098,1.801,0.616,1.474,2.09,2.089,0.982,1.297,1.132,1.903,3
0,1.178,1.906,0.66,1.577,2.237,2.237,1.014,1.395,1.151,1.898,3
1,1.159,1.8,0.609,1.511,2.12,2.119,0.959,1.315,1.084,1.827,3
0,1.215,1.829,0.626,1.494,2.119,2.119,0.976,1.322,1.123,1.744,3
1,1.161,1.813,0.611,1.492,2.103,2.103,0.958,1.304,1.094,1.811,3
0,1.184,1.901,0.638,1.623,2.261,2.259,1.031,1.382,1.185,1.908,3
1,1.127,1.735,0.585,1.443,2.028,2.027,0.918,1.237,1.062,1.798,3
0,1.181,1.852,0.632,1.561,2.192,2.192,1.015,1.359,1.15,1.856,3
1,1.161,1.742,0.585,1.427,2.012,2.011,0.933,1.244,1.082,1.733,3
0,1.199,1.982,0.686,1.627,2.312,2.311,1.026,1.406,1.182,1.929,3
1,1.151,1.805,0.598,1.502,2.1,2.1,0.956,1.315,1.078,1.825,3
1,1.096,1.773,0.609,1.448,2.051,2.049,0.918,1.261,1.065,1.869,3
0,1.181,1.869,0.611,1.623,2.234,2.234,0.994,1.343,1.158,1.891,3
1,1.14,1.782,0.615,1.473,2.086,2.086,0.944,1.307,1.06,1.829,3
0,1.22,1.94,0.658,1.587,2.244,2.244,1.043,1.433,1.171,1.839,3
1,1.131,1.761,0.617,1.463,2.08,2.08,0.962,1.28,1.113,1.838,3
0,1.234,1.965,0.668,1.597,2.265,2.265,1.023,1.416,1.175,1.836,3
1,1.084,1.724,0.599,1.464,2.063,2.061,0.952,1.274,1.073,1.901,3
0,1.136,1.827,0.592,1.551,2.143,2.141,0.97,1.328,1.12,1.885,3
1,1.087,1.707,0.581,1.41,1.991,1.99,0.927,1.244,1.061,1.83,3
0,1.197,1.902,0.659,1.566,2.225,2.224,1.007,1.369,1.148,1.858,3
1,1.145,1.81,0.654,1.483,2.136,2.136,0.985,1.339,1.105,1.866,3
0,1.291,2.045,0.702,1.653,2.355,2.355,1.066,1.463,1.218,1.824,3
1,1.099,1.76,0.597,1.493,2.089,2.088,0.97,1.284,1.12,1.9,3
0,1.169,1.953,0.674,1.625,2.298,2.298,1.03,1.396,1.194,1.966,3
1,1.179,1.86,0.647,1.523,2.171,2.17,1.003,1.363,1.139,1.84,3
0,1.156,1.886,0.599,1.662,2.262,2.261,1.032,1.388,1.156,1.956,3
1,1.153,1.793,0.605,1.461,2.066,2.066,0.954,1.314,1.077,1.791,3
0,1.23,1.944,0.651,1.595,2.246,2.246,1.015,1.38,1.183,1.825,3
1,1.166,1.817,0.616,1.503,2.119,2.119,1.016,1.362,1.146,1.817,3
0,1.166,1.869,0.618,1.548,2.166,2.165,0.97,1.348,1.102,1.856,3
1,1.065,1.627,0.565,1.368,1.933,1.932,0.865,1.189,0.961,1.814,3
0,1.19,1.814,0.619,1.529,2.148,2.146,0.974,1.312,1.113,1.803,3
1,1.09,1.572,0.543,1.346,1.888,1.886,0.889,1.14,1.025,1.73,3
0,1.204,1.827,0.615,1.523,2.139,2.138,0.972,1.33,1.106,1.776,3
0,1.13,1.756,0.589,1.476,2.064,2.063,0.906,1.222,1.067,1.825,3
1,1.119,1.706,0.559,1.404,1.963,1.962,0.916,1.242,1.047,1.752,3
0,1.16,1.807,0.593,1.513,2.106,2.106,0.944,1.289,1.091,1.815,3
1,1.072,1.648,0.571,1.357,1.928,1.926,0.872,1.185,0.992,1.797,3
1,1.094,1.615,0.537,1.399,1.936,1.934,0.883,1.186,0.995,1.769,3
0,1.151,1.709,0.566,1.451,2.015,2.015,0.916,1.249,1.037,1.75,3
1,1.042,1.595,0.541,1.358,1.899,1.898,0.847,1.146,0.958,1.822,3
0,1.097,1.707,0.563,1.461,2.024,2.023,0.91,1.257,1.013,1.845,3
1,1.098,1.657,0.556,1.394,1.95,1.95,0.882,1.202,1.003,1.776,3
0,1.117,1.74,0.59,1.469,2.059,2.058,0.912,1.237,1.045,1.841,3
1,1.03,1.627,0.548,1.418,1.965,1.963,0.88,1.181,1.007,1.905,3
0,1.173,1.81,0.652,1.454,2.106,2.106,0.937,1.285,1.066,1.796,3
1,1.108,1.627,0.551,1.339,1.89,1.889,0.875,1.186,1.005,1.704,3
0,1.128,1.679,0.615,1.398,2.013,2.01,0.895,1.214,1.022,1.781,3
1,1.091,1.609,0.557,1.405,1.962,1.96,0.892,1.187,1.0,1.797,3
1,1.069,1.668,0.558,1.412,1.97,1.968,0.893,1.193,1.029,1.841,3
0,1.207,1.838,0.64,1.507,2.146,2.146,0.982,1.356,1.101,1.777,3
1,1.113,1.722,0.589,1.429,2.019,2.019,0.912,1.252,1.029,1.814,3
0,1.242,1.904,0.653,1.566,2.219,2.218,0.948,1.332,1.11,1.787,3
1,1.093,1.652,0.552,1.373,1.925,1.924,0.867,1.18,1.007,1.76,3
1,1.112,1.695,0.587,1.426,2.012,2.011,0.912,1.229,1.042,1.809,3
0,1.164,1.803,0.663,1.457,2.121,2.12,0.911,1.242,1.077,1.822,3
1,1.054,1.633,0.559,1.334,1.893,1.893,0.876,1.174,1.015,1.796,3
0,1.21,1.853,0.621,1.523,2.144,2.144,0.978,1.343,1.108,1.772,3
1,1.092,1.596,0.56,1.357,1.917,1.914,0.886,1.198,0.978,1.753,3
0,1.169,1.784,0.559,1.532,2.09,2.088,0.922,1.281,1.047,1.787,3
1,1.09,1.669,0.563,1.411,1.975,1.974,0.921,1.23,1.046,1.81,3
0,1.184,1.886,0.626,1.542,2.168,2.167,0.959,1.353,1.087,1.831,3
1,1.105,1.657,0.561,1.429,1.99,1.989,0.874,1.192,0.996,1.8,3
0,1.045,1.697,0.581,1.433,2.016,2.015,0.886,1.234,0.986,1.928,3
1,1.132,1.718,0.589,1.416,2.005,2.003,0.906,1.248,1.015,1.769,3
0,1.131,1.797,0.617,1.522,2.138,2.138,0.935,1.29,1.066,1.89,3
1,1.072,1.607,0.52,1.377,1.897,1.895,0.844,1.151,0.96,1.768,3
0,1.164,1.757,0.567,1.488,2.055,2.054,0.952,1.291,1.077,1.765,3
1,1.105,1.667,0.575,1.392,1.967,1.967,0.905,1.212,1.027,1.78,3
0,1.169,1.778,0.602,1.5,2.102,2.101,0.919,1.269,1.055,1.798,3
1,1.088,1.589,0.565,1.385,1.949,1.948,0.867,1.165,0.972,1.79,3
1,1.107,1.681,0.569,1.412,1.981,1.98,0.908,1.231,1.019,1.788,3
0,1.138,1.763,0.617,1.46,2.077,2.077,0.938,1.281,1.063,1.825,3
1,1.113,1.746,0.601,1.421,2.021,2.02,0.928,1.269,1.055,1.815,3
1,1.096,1.661,0.562,1.402,1.964,1.964,0.888,1.21,1.007,1.792,3
1,1.083,1.604,0.572,1.37,1.942,1.941,0.887,1.163,1.019,1.792,3
0,1.174,1.848,0.613,1.517,2.13,2.13,0.952,1.328,1.082,1.814,3
1,1.031,1.597,0.563,1.352,1.916,1.914,0.874,1.179,0.97,1.857,3
0,1.136,1.764,0.629,1.45,2.078,2.078,0.976,1.291,1.124,1.829,3
1,1.07,1.507,0.566,1.297,1.862,1.862,0.871,1.154,0.949,1.741,3
0,1.141,1.742,0.605,1.425,2.03,2.03,0.931,1.277,1.037,1.779,3
1,1.1,1.651,0.56,1.388,1.948,1.947,0.902,1.233,1.0,1.77,3
0,1.162,1.655,0.537,1.396,1.932,1.932,0.9,1.219,1.028,1.662,3
1,1.082,1.602,0.533,1.338,1.871,1.87,0.864,1.19,0.963,1.729,3
0,1.161,1.711,0.557,1.454,2.011,2.011,0.908,1.253,1.031,1.732,3
1,1.043,1.448,0.485,1.25,1.735,1.733,0.798,1.053,0.915,1.662,3
0,1.125,1.641,0.55,1.388,1.937,1.936,0.894,1.205,1.015,1.721,3
1,1.038,1.531,0.531,1.289,1.82,1.819,0.839,1.125,0.95,1.752,3
0,1.088,1.683,0.583,1.43,2.013,2.012,0.897,1.228,1.001,1.849,3
1,1.032,1.455,0.499,1.245,1.744,1.743,0.792,1.064,0.898,1.69,3
0,1.144,1.663,0.531,1.428,1.959,1.959,0.89,1.23,0.995,1.712,3
1,0.982,1.414,0.496,1.214,1.709,1.708,0.794,1.033,0.922,1.74,3
0,1.114,1.644,0.567,1.411,1.977,1.977,0.896,1.22,0.999,1.776,3
1,1.044,1.536,0.536,1.301,1.838,1.837,0.833,1.154,0.907,1.76,3
0,1.116,1.646,0.587,1.366,1.953,1.952,0.892,1.22,0.988,1.75,3
1,0.979,1.453,0.508,1.191,1.699,1.698,0.763,1.031,0.887,1.734,3
